CODIGO INTERNET,PROYECTOS DE CONECTIVIDAD 2024,OPERADOR,ESTADO,ANCHO DE BANDA DE SUBIDA (MB),ANCHO DE BANDA DESCARGA (MB)
56,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1927,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1373,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1318,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1447,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1315,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
893,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1151,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
161,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
528,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1421,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
581,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
467,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
410,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1445,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1182,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
924,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
362,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
623,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
496,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
776,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1077,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
358,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1533,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1021,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
850,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
915,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
255,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1621,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
652,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1745,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
107,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
913,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
176,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1212,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1636,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
653,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1331,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
691,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
454,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
37,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1043,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
830,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1143,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1386,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
536,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
96,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
803,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1407,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1424,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
692,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1876,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1528,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1871,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
778,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1123,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
435,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
259,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
739,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1594,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1706,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1330,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
599,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1482,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
311,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
632,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
439,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
909,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1037,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1958,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1938,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1779,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1005,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1884,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
2002,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
273,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
974,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
480,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1489,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
242,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1297,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1449,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
350,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
69,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
73,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1083,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1687,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
235,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1070,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1454,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
759,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
16,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1947,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1374,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1509,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
141,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1600,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1384,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
33,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1612,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
883,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1677,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
375,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
115,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1743,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1998,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
301,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
968,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1310,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
269,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1161,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1276,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1553,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1638,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
238,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1944,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
511,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1014,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
122,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1681,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1896,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
232,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
159,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
811,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1146,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1283,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1730,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
809,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
190,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1721,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
445,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1245,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1466,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1979,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1905,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
231,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1365,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
981,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
1738,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
416,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1472,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
26,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1934,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1450,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
750,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1574,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
1505,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
522,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
912,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
162,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
281,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
860,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,15.0
930,CONECTIVIDAD ESCOLAR 2024,ALIANZA PUBLICA PARA EL DESARROLLO INTEGRAL -ALDESARROLLO,PENDIENTE INICIO OPERACIÓN,,20.0
