NOMBRE SEDE EDUCATIVA,CODIGO DANE SEDE,ZONA,NOMBRE INSTITUCION EDUCATIVA,CODIGO INTERNET
ESC QUICHATOQUE,"215,804,000,328",RURAL,I.E. GUSTAVO ROMERO HERNANDEZ,670
ESC RUCHE,"215,804,000,107",RURAL,I.E. GUSTAVO ROMERO HERNANDEZ,79
ESC SUTA ARRIBA,"215,804,000,093",RURAL,I.E. GUSTAVO ROMERO HERNANDEZ,996
ESC ZANJA,"215,804,000,255",RURAL,I.E. GUSTAVO ROMERO HERNANDEZ,1177
I.E. ANDRES ROMERO AREVALO - SEDE PRINCIPAL,"215,804,000,395",RURAL,I.E. ANDRES ROMERO AREVALO,784
SEDE NUEVO MILENIO,"115,804,000,412",RURAL,I.E. SUPANECA,1126
CED CHORRITO,"215,806,000,198",RURAL,I.E. TECNICO INDUSTRIAL,277
CED EL HATO,"215,806,000,112",RURAL,I.E. JORGE CLEMENTE PALACIOS,188
CED ESTERILLAL,"215,806,000,201",RURAL,I.E. JORGE CLEMENTE PALACIOS,126
CED LA BOYERA,"215,806,000,261",RURAL,I.E. JORGE CLEMENTE PALACIOS,490
CED LA CARRERA,"215,806,000,104",RURAL,I.E. JORGE CLEMENTE PALACIOS,771
CED LAS VUELTAS,"215,806,000,163",RURAL,I.E. TECNICO INDUSTRIAL,595
CED PUENTE DE LA BALSA,"215,806,000,147",RURAL,I.E. TECNICO INDUSTRIAL,1518
ESC LA ESTACIÓN,"215,806,000,066",RURAL,I.E. TECNICO INDUSTRIAL,1067
I.E. ROBERTO FRANCO IZASA - SEDE PRINCIPAL,"215,806,000,139",RURAL,I.E. ROBERTO FRANCO IZASA,1511
I.E. TECNICO INDUSTRIAL - SEDE PRINCIPAL,"215,806,000,236",RURAL,I.E. TECNICO INDUSTRIAL,1216
ESC FUNZA,"215,808,000,161",RURAL,I.E. MARIANO OSPINA PEREZ,713
ESC RURAL EL PALMAR,"215,810,000,038",RURAL,I.E. LUCAS CABALLERO CALDERON,1931
ESC RURAL FRANCISCO DE PAULA SANTANDER,"215,810,000,020",RURAL,I.E. LUCAS CABALLERO CALDERON,697
ESC RURAL LA CARRERA,"215,810,000,119",RURAL,I.E. LUCAS CABALLERO CALDERON,919
ESC RURAL OVACHIA ARRIBA,"215,810,000,259",RURAL,I.E. LUCAS CABALLERO CALDERON,38
ESC RURAL SIMON BOLIVAR,"215,810,000,208",RURAL,I.E. LUCAS CABALLERO CALDERON,1856
ESC CENTRO ARRIBA,"215,814,000,296",RURAL,I.E. TECNICA PLINIO MENDOZA NEIRA,109
ESC CUNUCA,"215,814,000,130",RURAL,I.E. TECNICA PLINIO MENDOZA NEIRA,368
ESC LEONERA,"215,814,000,113",RURAL,I.E. TECNICA RAFAEL URIBE,762
ESC PASO GRANDE,"215,814,000,105",RURAL,I.E. TECNICA PLINIO MENDOZA NEIRA,67
SEDE EL PINO,"215,814,000,300",RURAL,I.E. TECNICA RAFAEL URIBE,305
SEDE SAN RAFAEL,"215,814,000,261",RURAL,I.E. TECNICA RAFAEL URIBE,678
ESC CARARE,"215,816,000,129",RURAL,I.E. HAYDEE CAMACHO SAAVEDRA,901
ESC EL MIRTO,"215,816,000,111",RURAL,I.E. HAYDEE CAMACHO SAAVEDRA,645
ESC EL TABLON,"215,816,000,048",RURAL,I.E. HAYDEE CAMACHO SAAVEDRA,298
ESC FUNCIAL,"215,816,000,102",RURAL,I.E. HAYDEE CAMACHO SAAVEDRA,576
ESC GACHANZUCA,"215,816,000,099",RURAL,I.E. HAYDEE CAMACHO SAAVEDRA,1698
ESC JOSE MARIANO SANCHEZ,"215,816,000,200",RURAL,I.E. HAYDEE CAMACHO SAAVEDRA,967
ESC SANTA MARIA,"215,816,000,072",RURAL,I.E. HAYDEE CAMACHO SAAVEDRA,59
CENT EDUC ATRAVIEZAS,"215,820,000,109",RURAL,I.E. TECNICA CARLOS JULIO UMAÑA TORRES,276
CENT EDUC LA ESPERANZA,"215,820,000,061",RURAL,I.E. TECNICA CARLOS JULIO UMAÑA TORRES,1396
I.E. VADO CASTRO - SEDE PRINCIPAL,"215,820,000,087",RURAL,I.E. VADO CASTRO,597
ESC RANCHERIA,"215,822,000,114",RURAL,I.E. JORGE ELIECER GAITAN,1377
ESC RUR CORALES,"215,822,000,092",RURAL,I.E. JORGE ELIECER GAITAN,1415
ESC RUR DONSIQUIRA,"215,822,000,181",RURAL,I.E. JORGE ELIECER GAITAN,1761
ESC RUR EL TOBAL,"215,822,000,106",RURAL,I.E. JORGE ELIECER GAITAN,184
ESC RUR GUÁQUIRA,"215,822,000,149",RURAL,I.E. JORGE ELIECER GAITAN,642
ESC RUR LA PUERTA,"215,822,000,050",RURAL,I.E. JORGE ELIECER GAITAN,1661
ESC RUR MONGATA,"215,822,000,203",RURAL,I.E. JORGE ELIECER GAITAN,300
ESC RUR PANTANO HONDO,"215,822,000,122",RURAL,I.E. JORGE ELIECER GAITAN,1018
ESC RUR ROMERO,"215,822,000,068",RURAL,I.E. JORGE ELIECER GAITAN,773
ESC RUR TOTA,"215,822,000,076",RURAL,I.E. JORGE ELIECER GAITAN,200
ESC RURAL RIO SECO,"215,822,000,190",RURAL,I.E. JORGE ELIECER GAITAN,1641
ESC RURAL TOQUECHA,"215,822,000,084",RURAL,I.E. JORGE ELIECER GAITAN,622
BARON GALLERO,"215,001,000,973",RURAL,INSTITUCION EDUCATIVA RURAL DEL SUR,1389
BARON GERMANIA,"215,001,000,957",RURAL,INSTITUCION EDUCATIVA RURAL DEL SUR,812
CHORRO BLANCO,"215,001,000,965",RURAL,INSTITUCION EDUCATIVA RURAL DEL SUR,1894
FLORENCIA,"215,001,002,054",RURAL,GUSTAVO ROJAS PINILLA.,747
FRANCISCO DE PAULA SANTANDER,"215,001,001,091",RURAL,INSTITUCION EDUCATIVA RURAL DEL SUR,1199
LA ESPERANZA,"215,001,001,031",RURAL,GUSTAVO ROJAS PINILLA.,1496
RUNTA ARRIBA,"215,001,000,990",RURAL,INSTITUCION EDUCATIVA RURAL DEL SUR,152
ESC RUR ANCAMAY,"215,832,000,074",RURAL,I.E. LUIS GUILLERMO ROJAS BARRERA,544
ESC RUR CALICHAL,"215,832,000,040",RURAL,I.E. LUIS GUILLERMO ROJAS BARRERA,1495
ESC GUANZAQUE,"215,835,000,059",RURAL,I.E. TECNICA INDUSTRIAL,1847
ESC MARCO FIDEL SUÁREZ,"215,835,000,172",RURAL,I.E. DIEGO DE TORRES,602
ESC POZO NEGRO,"215,835,000,164",RURAL,I.E. DIEGO DE TORRES,1071
ESC SIGUINEQUE,"215,835,000,113",RURAL,I.E. DIEGO DE TORRES,896
I.E. TEGUANEQUE - SEDE PRINCIPAL,"215,835,000,083",RURAL,I.E. TEGUANEQUE,1867
ESC ALIZAL,"215,837,000,081",RURAL,I.E. EL CRUCE,646
ESC EL CRUCE,"215,837,000,099",RURAL,I.E. EL CRUCE,1597
ESC GENERAL SANTANDER,"215,837,000,307",RURAL,I.E. TECNICA CHICAMOCHA,1720
ESC SIDERURGICA,"415,837,000,225",RURAL,I.E. SAN NICOLAS,714
I.E. EL CRUCE - SEDE PRINCIPAL,"215,837,000,340",RURAL,I.E. EL CRUCE,68
I.E. SAN NICOLAS - SEDE PRINCIPAL,"215,837,000,102",RURAL,I.E. SAN NICOLAS,160
ESC LLANO DEL CARMEN,"215,839,000,037",RURAL,I.E. TECNICA PIO MORANTES,1497
ESC TIESTECITOS,"215,839,000,070",RURAL,I.E. TECNICA PIO MORANTES,1027
I.E. TECNICA LA LIBERTAD - SEDE PRINCIPAL,"415,839,000,125",RURAL,I.E. TECNICA LA LIBERTAD,240
ESC ALTAMIZAL,"215,842,000,137",RURAL,I.E. TECNICA AGROPECUARIA,757
ESC BOQUERON,"215,842,000,145",RURAL,I.E. TECNICA AGROPECUARIA,1795
ESC CHUSCAL,"215,842,000,129",RURAL,I.E. TECNICA AGROPECUARIA,351
ESC GAUNZA,"215,842,000,188",RURAL,I.E. SAN ISIDRO,1052
ESC LLANO VERDE,"215,842,000,340",RURAL,I.E. DIVINO NIÑO,346
ESC LOS PUENTES,"215,842,000,331",RURAL,I.E. DIVINO NIÑO,343
ESC NUEVE PILAS,"215,842,000,200",RURAL,I.E. TECNICA AGROPECUARIA,1531
ESC PALOCAIDO,"215,842,000,285",RURAL,I.E. DIVINO NIÑO,1664
ESC PAVAS,"215,842,000,161",RURAL,I.E. TECNICA AGROPECUARIA,86
ESC ROSAL,"215,842,000,218",RURAL,I.E. TECNICA SAN IGNACIO,377
ESC TAMBOR GRANDE,"215,842,000,269",RURAL,I.E. DIVINO NIÑO,1074
ESC TASVITA,"215,842,000,323",RURAL,I.E. TECNICA SAN IGNACIO,910
ESC UVERO,"215,842,000,056",RURAL,I.E. SAN ISIDRO,1492
ESCULA JUPAL,"215,842,000,099",RURAL,I.E. TECNICA SAN IGNACIO,114
CENT EDUC BOJIRQUE,"215,861,000,113",RURAL,I.E. PUENTE DE PIEDRA,999
CENT EDUC BOLIVARIANA,"215,001,000,744",RURAL,I.E. PANAMERICANO PUENTE BOYACA,1326
CENT EDUC EL BOQUERON,"215,861,000,130",RURAL,I.E. SAN ANTONIO DE PADUA,735
CENT EDUC EL FRUTILLO,"215,861,000,091",RURAL,I.E. SAN ANTONIO DE PADUA,169
CENT EDUC MATANEGRA,"215,861,000,300",RURAL,I.E. FRANCISCO DE PAULA SANTANDER,1565
CENT EDUC MONTOYA,"215,861,000,083",RURAL,I.E. FRANCISCO DE PAULA SANTANDER,1270
CENT EDUC PALO BLANCO,"215,861,000,041",RURAL,I.E. PANAMERICANO PUENTE BOYACA,1441
CENT EDUC PUENTE BOYACA,"215,861,000,075",RURAL,I.E. PANAMERICANO PUENTE BOYACA,964
CENT EDUC SAN JOSE DEL GACAL,"215,861,000,067",RURAL,I.E. PUENTE DE PIEDRA,864
CENT EDUC SUPATA,"215,861,000,105",RURAL,I.E. PUENTE DE PIEDRA,221
I.E. PUENTE DE PIEDRA - SEDE PRINCIPAL,"215,861,000,156",RURAL,I.E. PUENTE DE PIEDRA,3
ESC CAPILLA 2,"215,407,000,176",RURAL,I.E. LUIS CARLOS GALAN SARMIENTO,421
ESC LLANO BLANCO,"215,407,000,061",RURAL,I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,617
ESC SABANA,"215,407,000,079",RURAL,I.E. TECNICA INDUSTRIAL ANTONIO RICAURTE,1090
SALTO Y LA LAVANDERA,"215,407,000,117",RURAL,I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,1834
CEN EDU CAROS ARRIBA,"215,879,000,226",RURAL,I.E. TECNICA AGROPECUARIA,389
CEN EDU CHEN ALTO,"215,879,000,242",RURAL,I.E. TECNICA AGROPECUARIA,250
CEN EDU ICARINA ARRIBA,"215,879,000,129",RURAL,I.E. TECNICA AGROPECUARIA,1341
CEN EDU PUEBLO VIEJO,"215,879,000,072",RURAL,I.E. TECNICA AGROPECUARIA,1605
BARRANCAS,"215,897,000,071",RURAL,I.E. LIBARDO CUERVO PATARROYO,1626
ESC GUANATÁ CENTRO,"215,897,000,039",RURAL,I.E. SAN JOSE DE LA FLORIDA,1804
ESC GUANATÁ CRUCERO,"215,897,000,080",RURAL,I.E. SAN JOSE DE LA FLORIDA,1684
ESC JURACAMBITA CARBONERA,"215,897,000,101",RURAL,I.E. SAN JOSE DE LA FLORIDA,973
ESC JURACAMBITA PÁRAMO,"215,897,000,098",RURAL,I.E. SAN JOSE DE LA FLORIDA,1900
I.E. LIBARDO CUERVO PATARROYO - SEDE PRINCIPAL,"115,897,000,018",RURAL,I.E. LIBARDO CUERVO PATARROYO,497
ESC CUSAGOTA,"215,114,000,040",RURAL,I.E. ECOLOGICO DE BUSBANZA,1694
ESC PIEDRA PARADA,"215,322,000,169",RURAL,I.E. TECNICA ENRIQUE OLAYA HERRERA,695
ESC RUR LA PALMA,"215,377,000,320",RURAL,I.E. TECNICA VALENTIN GARCIA,1218
ESC PEÑA NEGRA,"215,806,000,155",RURAL,I.E. TECNICO INDUSTRIAL,139
I.E. ENRIQUE SUAREZ - SEDE PRINCIPAL,"315,022,000,196",URBANA,I.E. ENRIQUE SUAREZ,640
CONC KENNEDY,"115,047,000,027",URBANA,I.E. TECNICA RAMON IGNACIO AVELLA,1911
I.E. TECNICA RAMON IGNACIO AVELLA - SEDE PRINCIPAL,"115,047,000,019",URBANA,I.E. TECNICA RAMON IGNACIO AVELLA,1443
COLONIA ESCOLAR JOSE JOAQUIN CASTRO MARTINEZ,"115,051,000,015",URBANA,I.E. TECNICO ALEJANDRO DE HUMBOLDT,805
I.E. TECNICO ALEJANDRO DE HUMBOLDT - SEDE PRINCIPAL,"115,051,000,155",URBANA,I.E. TECNICO ALEJANDRO DE HUMBOLDT,997
I.E. TECNICA CARLOS ALBERTO OLANO VALDERRAMA - SEDE PRINCIPAL,"115,087,000,208",URBANA,I.E. TECNICA CARLOS ALBERTO OLANO VALDERRAMA,1729
I.E. TECNICA SUSANA GUILLEMIN - SEDE PRINCIPAL,"115,087,000,011",URBANA,I.E. TECNICA SUSANA GUILLEMIN,1461
SECCION PRIMARIA,"115,087,000,038",URBANA,I.E. TECNICA CARLOS ALBERTO OLANO VALDERRAMA,1928
I.E. CAMPO ELIAS CORTES - SEDE PRINCIPAL,"315,090,000,064",URBANA,I.E. CAMPO ELIAS CORTES,1790
I.E. TECNICO AGROPECUARIO SANTA RITA DE CASIA - SEDE PRINCIPAL,"215,092,000,105",URBANA,I.E. TECNICO AGROPECUARIO SANTA RITA DE CASIA,1926
I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL,"115,097,000,036",URBANA,I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO,113
I.E. TECNICO AGRICOLA - SEDE PRINCIPAL,"115,097,000,028",URBANA,I.E. TECNICO AGRICOLA,592
I.E. TECNICO INDUSTRIAL MARISCAL SUCRE - SEDE PRINCIPAL,"115,097,000,265",URBANA,I.E. TECNICO INDUSTRIAL MARISCAL SUCRE,395
I.E. DE BOYACA - SEDE PRINCIPAL,"115,104,000,128",URBANA,I.E. DE BOYACA,708
I.E. TECNICA AGROPECUARIA SAN ISIDRO - SEDE PRINCIPAL,"215,104,000,092",RURAL,I.E. TECNICA AGROPECUARIA SAN ISIDRO,898
CONC URB,"115,106,000,010",URBANA,I.E. TECNICA MANUEL BRICEÑO,1817
I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,"315,106,000,124",URBANA,I.E. TECNICA MANUEL BRICEÑO,1051
I.E. JOSE MARIA SILVA SALAZAR - SEDE PRINCIPAL,"115,109,000,363",URBANA,I.E. JOSE MARIA SILVA SALAZAR,716
I.E. ECOLÓGICO DE BUSBANZA - SEDE PRINCIPAL,"115,114,000,011",URBANA,I.E. ECOLOGICO DE BUSBANZA,902
I.E. FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL,"115,131,000,172",URBANA,I.E. FRANCISCO JOSE DE CALDAS,671
I.E. TECNICA AGRICOLA ANTONIO NARIÑO - SEDE PRINCIPAL,"415,131,000,141",RURAL,I.E. TECNICA AGRICOLA ANTONIO NARIÑO,638
I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO - SEDE PRINCIPAL,"315,135,000,338",URBANA,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,1041
CONC JORGE BAEZ,"115,162,000,111",URBANA,I.E. DE CERINZA,873
CONC NO 1,"115,162,000,014",URBANA,I.E. DE CERINZA,855
I.E. DE CERINZA - SEDE PRINCIPAL,"115,162,000,120",URBANA,I.E. DE CERINZA,591
CONC URB MIXTA,"115,172,000,039",URBANA,I.E. TECNICA NUESTRA SEÑORA DE NAZARETH,1962
I.E. TECNICA NUESTRA SEÑORA DE NAZARETH - SEDE PRINCIPAL,"315,172,000,020",URBANA,I.E. TECNICA NUESTRA SEÑORA DE NAZARETH,1455
COL BAS MAYOR,"115,176,000,165",URBANA,I.E. LICEO NACIONAL JOSE JOAQUIN CASAS,348
COL BAS SANTA CECILIA,"115,176,000,114",URBANA,I.E. TECNICO INDUSTRIAL JULIO FLOREZ,1845
COL DE EDUC BAS ANTONIA SANTOS,"115,176,000,726",URBANA,I.E. TECNICO COMERCIAL SAGRADO CORAZON DE JESUS,746
CONC ALIANZA PARA EL PROGRESO,"115,176,000,131",URBANA,I.E. TECNICO INDUSTRIAL JULIO FLOREZ,39
CONC GENERAL SANTANDER,"115,176,000,149",URBANA,I.E. LICEO NACIONAL JOSE JOAQUIN CASAS,569
CONC MARISCAL SUCRE,"115,176,000,157",URBANA,I.E. TECNICO INDUSTRIAL JULIO FLOREZ,846
CONC ROMULO ROZO,"115,176,000,181",URBANA,I.E. LICEO NACIONAL JOSE JOAQUIN CASAS,1826
CONC VERSALLES,"115,176,000,203",URBANA,I.E. TECNICO COMERCIAL SAGRADO CORAZON DE JESUS,201
CONC VILLA DEL ROSARIO,"115,176,000,823",URBANA,I.E. LICEO NACIONAL JOSE JOAQUIN CASAS,1124
I.E. LICEO NACIONAL JOSE JOAQUIN CASAS - SEDE PRINCIPAL,"115,176,000,041",URBANA,I.E. LICEO NACIONAL JOSE JOAQUIN CASAS,1807
I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA - SEDE PRINCIPAL,"215,176,000,101",URBANA,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,507
I.E. TECNICA PIO ALBERTO FERRO PEÑA - SEDE PRINCIPAL,"115,176,000,033",URBANA,I.E. TECNICA PIO ALBERTO FERRO PEÑA,1654
I.E. TECNICO COMERCIAL SAGRADO CORAZON DE JESUS - SEDE PRINCIPAL,"315,176,000,016",URBANA,I.E. TECNICO COMERCIAL SAGRADO CORAZON DE JESUS,669
I.E. TECNICO INDUSTRIAL JULIO FLOREZ - SEDE PRINCIPAL,"115,176,000,084",URBANA,I.E. TECNICO INDUSTRIAL JULIO FLOREZ,1645
I.E. TECNICA EL CERRO - SEDE PRINCIPAL,"215,232,000,020",RURAL,I.E. TECNICA EL CERRO,1131
I.E. TECNICA SAN PEDRO DE IGUAQUE - SEDE PRINCIPAL,"215,232,000,135",URBANA,I.E. TECNICA SAN PEDRO DE IGUAQUE,1794
I.E. TECNICO AGROPECUARIO - SEDE PRINCIPAL,"115,180,000,013",RURAL,I.E. TECNICO AGROPECUARIO,955
ESC NORMAL SUPERIOR SAGRADO CORAZON - ANEXA,"115,183,000,049",URBANA,I.E. NORMAL SUPERIOR SAGRADO CORAZON,1586
I.E. JESUS EMILIO JARAMILLO MONSALVE - SEDE PRINCIPAL,"215,183,000,337",RURAL,I.E. JESUS EMILIO JARAMILLO MONSALVE,155
I.E. JOSE MARIA POTIER - SEDE PRINCIPAL,"115,183,000,391",URBANA,I.E. JOSE MARIA POTIER,168
I.E. NORMAL SUPERIOR SAGRADO CORAZON - SEDE PRINCIPAL,"115,183,000,022",URBANA,I.E. NORMAL SUPERIOR SAGRADO CORAZON,167
SEDE LA MILAGROSA,"315,183,000,510",URBANA,I.E. JOSE MARIA POTIER,1453
I.E. SAN PEDRO CLAVER - SEDE PRINCIPAL,"315,185,000,169",URBANA,I.E. SAN PEDRO CLAVER,296
I.E. AGROPECUARIO - SEDE PRINCIPAL,"315,187,000,069",URBANA,I.E. AGROPECUARIO,1391
I.E. TECNICO AGROPECUARIO LA ESMERALDA - SEDE PRINCIPAL,"115,022,000,260",URBANA,I.E. TECNICO AGROPECUARIO LA ESMERALDA,1478
CONC JOSE CAYETANO VASQUEZ,"115,189,000,032",URBANA,I.E. TECNICA JOSE CAYETANO VASQUEZ,24
I.E. SANTO DOMINGO SAVIO - SEDE PRINCIPAL,"215,189,000,061",RURAL,I.E. SANTO DOMINGO SAVIO,1922
I.E. TECNICA JOSE CAYETANO VASQUEZ - SEDE PRINCIPAL,"115,189,000,148",URBANA,I.E. TECNICA JOSE CAYETANO VASQUEZ,65
ESC URB MIXTA,"115,204,000,010",URBANA,I.E. INTEGRADO,100
I.E. INTEGRADO - SEDE PRINCIPAL,"115,204,000,176",URBANA,I.E. INTEGRADO,810
I.E. SAN FRANCISCO - SEDE PRINCIPAL,"215,204,000,294",RURAL,I.E. SAN FRANCISCO,1240
I.E. JUANA CAPORAL - SEDE PRINCIPAL,"115,212,000,266",URBANA,I.E. JUANA CAPORAL,1748
I.E. SAN MIGUEL - SEDE PRINCIPAL,"215,212,000,112",RURAL,I.E. SAN MIGUEL,871
I.E. TECNICA JUAN JOSE SAMANIEGO - SEDE PRINCIPAL,"315,215,000,029",URBANA,I.E. TECNICA JUAN JOSE SAMANIEGO,401
I.E. SAN LUIS BELTRAN - SEDE PRINCIPAL,"115,218,000,209",URBANA,I.E. SAN LUIS BELTRAN,1999
CONC SAN MIGUEL,"115,223,000,276",URBANA,I.E. TECNICA NACIONALIZADA PABLO VI,932
I.E. TECNICA NACIONALIZADA PABLO VI - SEDE PRINCIPAL,"315,223,000,119",URBANA,I.E. TECNICA NACIONALIZADA PABLO VI,1919
CONC SAN FELIPE,"115,224,000,059",URBANA,I.E. SAN FELIPE,209
I.E. SAN FELIPE - SEDE PRINCIPAL,"115,224,000,067",URBANA,I.E. SAN FELIPE,52
I.E. TECNICA PIJAOS - SEDE PRINCIPAL,"215,224,000,011",RURAL,I.E. TECNICA PIJAOS,983
I.E. EL CARDON - SEDE PRINCIPAL,"215,244,000,131",RURAL,I.E. EL CARDON,1253
I.E. JOSE SANTOS GUTIERREZ - SEDE PRINCIPAL,"115,244,000,012",URBANA,I.E. JOSE SANTOS GUTIERREZ,1008
I.E. TECNICA AGROINDUSTRIAL EL ESPINO - SEDE PRINCIPAL,"115,248,000,017",URBANA,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,1099
I.E. TECNICA DE FIRAVITOBA - SEDE PRINCIPAL,"115,272,000,010",URBANA,I.E. TECNICA DE FIRAVITOBA,1153
COL EDUC BAS SIMON BOLIVAR,"115,276,000,031",URBANA,I.E. HECTOR JULIO RANGEL QUINTERO,753
I.E. HECTOR JULIO RANGEL QUINTERO - SEDE PRINCIPAL,"115,276,000,014",URBANA,I.E. HECTOR JULIO RANGEL QUINTERO,1319
CONC URB JUAN J NEIRA,"115,293,000,028",URBANA,I.E. JUAN JOSE NEIRA,1732
I.E. JUAN JOSE NEIRA - SEDE PRINCIPAL,"315,293,000,141",URBANA,I.E. JUAN JOSE NEIRA,483
CONC FCO JOSE DE CALDAS,"115,296,000,029",URBANA,I.E. JUAN JOSE REYES PATRIA,1683
I.E. JUAN JOSE REYES PATRIA - SEDE PRINCIPAL,"115,296,000,011",URBANA,I.E. JUAN JOSE REYES PATRIA,833
I.E. SAZA - SEDE PRINCIPAL,"215,296,000,058",RURAL,I.E. SAZA,894
I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL - SEDE PRINCIPAL,"115,299,000,011",URBANA,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,787
ESCUELA ANEXA,"115,299,800,018",URBANA,I.E. TECNICA SAN LUIS,620
I.E. TECNICA SAN LUIS - SEDE PRINCIPAL,"115,299,000,038",URBANA,I.E. TECNICA SAN LUIS,613
I.E. TECNICA SAN DIEGO DE ALCALA - SEDE PRINCIPAL,"115,317,000,016",URBANA,I.E. TECNICA SAN DIEGO DE ALCALA,1477
COL BAS HORTENSIA PERILLA,"115,322,000,237",URBANA,I.E. TECNICA ENRIQUE OLAYA HERRERA,1985
CONC ALIANZA,"115,322,000,041",URBANA,I.E. TECNICA VALLE DE TENZA,1460
I.E. TECNICA ENRIQUE OLAYA HERRERA - SEDE PRINCIPAL,"115,322,000,016",URBANA,I.E. TECNICA ENRIQUE OLAYA HERRERA,1191
I.E. TECNICA VALLE DE TENZA - SEDE PRINCIPAL,"115,322,000,024",URBANA,I.E. TECNICA VALLE DE TENZA,816
I.E. SOCHAQUIRA ABAJO - SEDE PRINCIPAL,"215,325,000,089",RURAL,I.E. SOCHAQUIRA ABAJO,1214
I.E. TECNICA LAS MERCEDES - SEDE PRINCIPAL,"215,325,000,321",URBANA,I.E. TECNICA LAS MERCEDES,58
I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL,"115,332,000,294",URBANA,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,8
CONC SERGIO CAMARGO,"115,362,000,019",URBANA,I.E. TECNICA SERGIO CAMARGO,1622
I.E. TECNICA SERGIO CAMARGO - SEDE PRINCIPAL,"315,362,000,093",URBANA,I.E. TECNICA SERGIO CAMARGO,407
20 DE JULIO,"115,367,000,025",URBANA,I.E. TECNICO COMERCIAL,1250
I.E. TECNICO COMERCIAL - SEDE PRINCIPAL,"115,367,000,017",URBANA,I.E. TECNICO COMERCIAL,217
CONC URB KENNEDY,"115,368,000,011",URBANA,I.E. TECNICA LOPEZ QUEVEDO,501
I.E. TECNICA LOPEZ QUEVEDO - SEDE PRINCIPAL,"115,368,000,151",URBANA,I.E. TECNICA LOPEZ QUEVEDO,725
I.E. LA CANDELARIA - SEDE PRINCIPAL,"315,380,000,114",URBANA,I.E. LA CANDELARIA,56
CON URB,"115,380,000,026",URBANA,I.E. LA CANDELARIA,1927
I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES - SEDE PRINCIPAL,"115,403,000,011",URBANA,I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES,1373
SEDE PRIMARIA URBANA,"115,403,000,037",URBANA,I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES,1318
I.E. ALFONSO LOPEZ PUMAREJO - SEDE PRINCIPAL,"315,401,000,276",URBANA,I.E. ALFONSO LOPEZ PUMAREJO,1447
I.E. TECNICA VALENTIN GARCIA - SEDE PRINCIPAL,"115,377,000,015",URBANA,I.E. TECNICA VALENTIN GARCIA,1315
CONC ESCOLAR URB,"115,425,000,286",URBANA,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,893
I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL - SEDE PRINCIPAL,"115,425,000,014",URBANA,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,1151
CONC URB MIX,"115,442,000,036",URBANA,I.E. JORGE ELIECER GAITAN,161
I.E. JORGE ELIECER GAITAN - SEDE PRINCIPAL,"315,442,000,264",URBANA,I.E. JORGE ELIECER GAITAN,528
I.E. SERGIO CAMARGO - SEDE PRINCIPAL,"115,455,000,027",URBANA,I.E. SERGIO CAMARGO,1421
RAFAEL URIBE URIBE,"115,455,000,043",URBANA,I.E. SERGIO CAMARGO,581
CONC POLICARPA SALAVARRIETA,"115,464,000,030",URBANA,I.E. TECNICA LISANDRO CELY,467
I.E. TECNICA LISANDRO CELY - SEDE PRINCIPAL,"115,464,000,242",URBANA,I.E. TECNICA LISANDRO CELY,410
I.E. TUNJUELO - SEDE PRINCIPAL,"215,464,000,085",RURAL,I.E. TUNJUELO,1445
I.E. TECNICA DE MONGUI - SEDE PRINCIPAL,"115,466,000,151",URBANA,I.E. TECNICA DE MONGUI,1182
I.E. TECNICA JOSE ACEVEDO Y GOMEZ - SEDE PRINCIPAL,"115,466,000,011",URBANA,I.E. TECNICA JOSE ACEVEDO Y GOMEZ,924
JUAN BAUTISTA CUJAR,"115,466,000,037",URBANA,I.E. TECNICA JOSE ACEVEDO Y GOMEZ,362
I.E. HERNANDO GELVEZ SUAREZ - SEDE PRINCIPAL,"215,469,000,075",RURAL,I.E. HERNANDO GELVEZ SUAREZ,623
I.E. SAN ALBERTO MAGNO - SEDE PRINCIPAL,"215,469,000,342",RURAL,I.E. SAN ALBERTO MAGNO,496
